OBJECTID,stop_id,stop_code,stop_name,stop_lat,stop_lon
799,906023,48076,CHAMBLEE TUCKER RD @ TUCKER NORCROSS RD,33.880946,-84.219111
800,906024,48078,CHAMBLEE TUCKER RD@GLADNEY DR,33.878386,-84.218395
801,906025,48080,CHAMBLEE TUCKER RD@MENLO DR,33.875378,-84.218084
802,905198,48081,CHAMBLEE TUCKER RD@GLADNEY DR,33.878529,-84.218297
803,905199,48082,CHAMBLEE TUCKER RD@MENLO DR,33.875298,-84.218008
804,905200,48084,CHAMBLEE TUCKER RD@WEBB RD,33.873223,-84.217574
805,905201,48086,PLEASANTDALE RD @ 4025,33.899944,-84.243332
806,906026,48088,PLEASANTDALE RD@4021,33.896922,-84.24244
807,906027,48090,PLEASANTDALE RD @ 3845,33.895964,-84.241439
808,905320,48094,PLEASANTDALE RD@3772,33.894931,-84.237323
809,905321,48096,PLEASANTDALE RD@3722,33.893711,-84.234634
810,905322,48098,PLEASANTDALE RD@VALLEY BLUFF WAY,33.892474,-84.231194
811,906124,48100,PLEASANTDALE RD@VALLEY BLUFF WAY,33.892232,-84.230204
812,906126,48104,PLEASANTDALE RD @ WASHINGTON WAY,33.891837,-84.228843
813,905323,48108,PLEASANTDALE RD@PLEASANTDALE PKY,33.890503,-84.227701
814,905324,48110,PLEASANTDALE RD@PLEASANTDALE PKY,33.890476,-84.227592
815,905325,48112,PLEASANTDALE RD@SPRING HARBOR LN,33.888801,-84.22681
816,905326,48114,PLEASANTDALE RD @ SPRING HARBOR LN,33.8889,-84.226756
817,906128,48116,PLEASANTDALE RD@PLEASANT SHADE DR,33.887216,-84.225364
818,906129,48118,PLEASANTDALE RD@PLEASANT SHADE DR,33.887171,-84.225222
819,906130,48120,PLEASANTDALE RD@SHADOW WALK,33.884949,-84.222252
820,906131,48122,PLEASANTDALE RD@SHADOW WALK LN,33.884976,-84.222111
821,905371,48124,PLEASANTDALE RD @ TUCKER NORCROSS RD,33.884396,-84.220711
822,906160,48126,PLEASANTDALE RD @ TUCKER NORCROSS RD,33.884104,-84.22069
823,906161,48127,TUCKER NORCROSS RD@BRITT RD,33.882515,-84.219854
824,906162,48128,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.892537,-84.231129
825,906163,48132,MERCER UNIVERSITY DR @ HENDERSON MILL RD,33.875262,-84.25334
826,906185,48134,HENDERSON MILL RD @ MERCER UNIVERSITY DR,33.875217,-84.252687
827,906186,48138,CHAMBLEE TUCKER RD @ N EMBRY CIR,33.882908,-84.261132
828,906187,48140,CHAMBLEE TUCKER RD@EMBRY CIR,33.883383,-84.259645
829,906188,48142,CHAMBLEE TUCKER RD@MERCER UNIVERSI,33.878314,-84.268548
830,906164,48144,CHAMBLEE TUCKER RD @ BUCKEYE RD,33.884537,-84.256515
831,906165,48146,FLOWERS RD S @ UNIVERSITY CIR W,33.870373,-84.263611
832,906167,48150,CHAMBLEE TUCKER RD@BUCKEYE RD,33.88443,-84.257427
833,906168,48151,CHAMBLEE TUCKER RD @ STRATFORD ARMS,33.883242,-84.281971
834,906189,48152,CHAMBLEE TUCKER RD@MERCER UNIVERSI,33.878604,-84.268809
835,906190,48154,CHAMBLEE TUCKER RD@STANTONDALE DR,33.879523,-84.267008
836,906191,48160,HENDERSON MILL RD@BOLERO DR,33.86585,-84.250879
837,906243,48162,CHAMBLEE TUCKER RD@STONECREST CT,33.885517,-84.250684
838,906244,48164,HENDERSON MILL RD@MERCER UNIVERSIT,33.875555,-84.253142
839,906245,48170,CHAMBLEE TUCKER RD @ 3365,33.88539,-84.255195
840,906223,48190,CHAMBLEE TUCKER RD @ HENDERSON MILL,33.884094,-84.245931
841,906246,48192,PLEASANTDALE RD@3637,33.892914,-84.232686
842,906247,48194,PLEASANTDALE RD@3637,33.89296,-84.233352
843,906248,48196,CHAMBLEE TUCKER RD@FONTANA CT,33.874192,-84.217959
844,906249,48198,CHAMBLEE TUCKER RD@FONTANA CT,33.874098,-84.217813
845,906225,49002,LAWRENCEVILLE HWY @ OLD NORCROSS RD,33.856888,-84.207146
846,906226,49004,LAWRENCEVILLE HWY @ OLD NORCROSS RD,33.857379,-84.207416
847,906227,49006,LAWRENCEVILLE HWY @ COFER CIR,33.858994,-84.203354
848,906250,49007,LAWRENCEVILLE HWY @ 4375,33.85774,-84.205246
849,906098,49008,LAWRENCEVILLE HWY @ N ROYAL ATLANTA DR,33.86054,-84.200588
850,905275,49010,N ROYAL ATLANTA DR @ LAWRENCEVILLE HWY,33.8602,-84.200077
851,905276,49012,N ROYAL ATLANTA DR @ TUCKERSTONE PKY,33.859344,-84.199013
852,905277,49014,N ROYAL ATLANTA DR @ 4667,33.85928,-84.196999
853,905278,49016,N ROYAL ATLANTA DR @ 4707,33.859303,-84.194489
854,906099,49018,MOUNTAIN INDUSTRIAL BLVD @ TUCKERSTONE PKY,33.857063,-84.198334
855,906100,49020,MOUNTAIN INDUSTRIAL BLVD @ 2530,33.857342,-84.195564
856,906101,49022,MOUNTAIN INDUSTRIAL BLVD @ 2558,33.857568,-84.192877
857,905207,49028,N ROYAL ATLANTA DR @ MOUNTAIN INDUSTRIAL BLVD,33.858906,-84.188477
858,905209,49030,N ROYAL ATLANTA DR @ 4823,33.859287,-84.191254
859,905400,49032,MOUNTAIN INDUSTRIAL BLVD @ GRANITE DR,33.844955,-84.200801
860,905401,49034,MOUNTAIN INDUSTRIAL BLVD @ 2145,33.847103,-84.200805
861,905445,49036,HUGH HOWELL RD @ MOUNTAIN IND BLVD,33.849136,-84.201484
862,905516,49038,HUGH HOWELL RD @ TUCKER IND RD,33.849132,-84.203186
863,905517,49040,HUGH HOWELL RD @ FULLER WAY,33.850191,-84.206461
864,905447,50004,NORTHSIDE PKY NW @ 3419,33.847548,-84.429273
865,905521,50011,HOWELL MILL RD @ 3193,33.841736,-84.427569
866,905752,50020,NORTH ATLANTA HIGH SCHOOL,33.866383,-84.442394
867,905682,50021,NORTHSIDE PKY NW @ 3487,33.850193,-84.430477
868,905683,50022,NORTHSIDE PKY NW @ 3487,33.850212,-84.430214
869,905684,50024,NORTHSIDE PKY NW @ 3330,33.847368,-84.429376
870,905753,50028,OLD MILTON PKWY @ HAYNES BRIDGE RD,34.070858,-84.292085
871,905927,51002,ROSWELL RD NE @ POWERS FERRY RD NW,33.855554,-84.382579
872,905998,51058,PEELER RD@VILLAGE MILL RD,33.931574,-84.309588
873,906000,51066,ROSWELL RD NE @ IVY PKWY NE,33.858301,-84.381075
874,906001,51068,ROSWELL RD NE @ IVY PKWY NE,33.857882,-84.381481
875,905928,51069,PIEDMONT RD NE @ HABERSHAM RD NE,33.853317,-84.381663
876,905289,52002,PIEDMONT RD NE @ TOWER PLACE DR,33.846358,-84.372646
877,905172,52008,PIEDMONT RD NE @ 3525,33.849936,-84.37747
878,905523,52010,PIEDMONT RD NE @ 3565,33.85092,-84.378984
879,905524,52012,PIEDMONT RD NE @ HABERSHAM RD NE,33.852924,-84.381053
880,905408,52016,PIEDMONT RD NE @ 3500,33.849614,-84.377089
881,905409,52020,PIEDMONT RD NE @ CARSON LN NE,33.848452,-84.374182
882,905410,52022,PIEDMONT RD NE @ TOWER PLACE DR NE,33.84651,-84.372831
883,905526,52025,PIEDMONT RD NE @ PEACHTREE RD NE,33.844399,-84.371807
884,905528,52028,ROSWELL RD NE @ SHELDON DR NE,33.860558,-84.380416
885,905411,52030,ROSWELL RD NE @ LAND O LAKES DR NE,33.862831,-84.380189
886,905412,52032,ROSWELL RD NE @ LAKEMOORE DR NE,33.865024,-84.380746
887,905413,52034,ROSWELL RD NE @ CHASTAIN DR NE,33.867548,-84.381031
888,905529,52038,ROSWELL RD NE @ RICKENBACKER DR NE,33.870188,-84.380989
889,905760,52058,PIEDMONT RD NE @ 3558,33.851152,-84.379376
890,905644,52064,ROSWELL RD NE @ RICKENBACKER DR NE,33.870358,-84.381109
891,905645,52066,ROSWELL RD NE @ LE BRUN RD,33.860334,-84.380558
892,905646,52068,ROSWELL RD NE @ LE BRUN RD NE,33.861167,-84.38045
893,905647,52070,ROSWELL RD NE @ LAUREL FOREST CIR,33.862509,-84.380276
894,905762,52072,ROSWELL RD NE @ LAKEMOORE DR,33.864746,-84.380757
895,905763,52074,ROSWELL RD NE @ CHASTAIN DR NE,33.86753,-84.381151
896,905764,52076,PEACHTREE RD NE@LENOX RD NE,33.850174,-84.362045
897,905765,52078,PEACHTREE RD NE @ LENOX RD,33.850395,-84.362343
898,905648,52080,PEACHTREE RD NE @ LENOX PKWY,33.849046,-84.363944
899,905882,52082,PEACHTREE RD NE @ 3414,33.849373,-84.363655
900,905887,52084,PEACHTREE RD NE@STRATFORD RD NE,33.848801,-84.366417
901,905888,52086,PEACHTREE RD NE@STRATFORD RD NE,33.848236,-84.36631
902,905889,52088,BUCKHEAD STATION - SOUTHBOUND,33.847874,-84.367296
903,905890,52090,BUCKHEAD STATION - NORTHBOUND,33.847366,-84.367542
904,906006,52092,PEACHTREE RD @ HIGHLAND DR,33.845641,-84.368791
905,905891,52098,PEACHTREE RD @ PIEDMONT RD,33.843456,-84.371445
906,905182,52150,PEACHTREE RD NE @ OAK VALLEY RD NE,33.851634,-84.360883
907,905188,52154,PEACHTREE RD@ROXBORO RD NE,33.853944,-84.357705
908,905189,52156,PEACHTREE RD@3669,33.854168,-84.355561
909,905190,52158,PEACHTREE RD NE@CANTRELL RD NE,33.854786,-84.353721
910,905303,52160,PEACHTREE RD NE@KINGSBORO RD NE,33.85553,-84.351566
911,905304,52162,PEACHTREE RD NE@CLUB DR NE,33.857078,-84.349041
912,905305,52164,PEACHTREE RD@CLUB DR,33.857741,-84.347235
913,905306,52166,PEACHTREE RD@BELLAIRE DR,33.857813,-84.347169
914,905236,52168,PEACHTREE RD@CLUB DR,33.857374,-84.348704
915,905237,52170,PEACHTREE RD@VERMONT RD,33.855413,-84.352176
916,905238,52172,PEACHTREE RD@NARMORE DR,33.854688,-84.354211
917,905426,52174,PEACHTREE RD@3660,33.854138,-84.356283
918,905421,52178,PEACHTREE RD @ WIEUCA RD,33.853326,-84.3601
919,905422,52182,PEACHTREE RD NE @ MAPLE DR NE,33.843217,-84.372473
920,905428,52220,LENOX RD NE @ FERNCLIFF RD NE,33.84358,-84.358093
921,905429,52222,PIEDMONT RD NE @ PEACHTREE RD NE,33.844667,-84.371829
922,905478,52234,PEACHTREE RD @ PEACHTREE DUNWOODY RD,33.854163,-84.357725
923,905666,52500,LENOX STATION,33.845245,-84.358006
924,905662,53002,BRIARWOOD RD@1433,33.84958,-84.33204
925,905712,53010,N DRUID HILLS RD @ CHILDERS RD,33.836602,-84.342788
926,905714,53014,N DRUID HILLS RD NE @ CURTIS DR,33.843467,-84.340091
927,905715,53016,N DRUID HILLS RD NE @ CURTIS DR,33.843199,-84.340755
928,905784,53020,N DRUID HILLS RD NE @ LENOX PARK BLVD,33.845069,-84.339264
929,905832,53022,N DRUID HILLS RD NE @ BROOKSHIRE LN,33.846833,-84.339134
930,905833,53024,N DRUID HILLS RD @ DRUID KNOLL DR,33.841534,-84.342148
931,905903,53025,N DRUID HILLS RD @ GAIL DR,33.840531,-84.342496
932,905904,53026,N DRUID HILLS RD NE @ WRIGHT AVE,33.841874,-84.342082
933,905905,53028,N DRUID HILLS RD NE @ GOODWIN RD,33.839833,-84.342876
934,905957,53030,N DRUID HILLS RD NE @ SYLVAN CIR NE (N),33.856695,-84.339952
935,905958,53031,N DRUID HILLS RD NE @ STANDARD DR,33.856758,-84.340072
936,905959,53034,N DRUID HILLS RD NE @ THORNWELL DR,33.854708,-84.339407
937,905960,53036,N DRUID HILLS RD NE @ SYLVAN CIR NE (S),33.854861,-84.339331
938,905906,53038,N DRUID HILLS RD NE @ PINE GROVE AVE,33.852471,-84.339135
939,905908,53042,N DRUID HILLS RD NE @ COLONIAL DR,33.850833,-84.338938
940,905956,53044,N DRUID HILLS RD NE @ BRIARWOOD RD,33.853179,-84.339135
941,905961,53045,N DRUID HILLS RD NE @ BROOKSHIRE LN,33.846909,-84.33931
942,905962,53052,BRIARWOOD RD@BRIARWOOD HILLS,33.851057,-84.334225
943,905963,53054,BRIARWOOD RD@COOSAWATTEE DR,33.85084,-84.33377
944,906074,53058,PEACHTREE RD NE@OSBORNE RD NE,33.865216,-84.337101
945,905257,53076,BUFORD HWY NE @ BRIARWOOD RD,33.844122,-84.327324
946,905258,53078,BUFORD HWY NE @ BRIARWOOD RD,33.844292,-84.327248
947,905259,53079,BRIARWOOD RD NE @ BUFORD HWY NE,33.844157,-84.326345
948,905252,53082,BUFORD HWY NE @ KNOLL PL NE,33.845733,-84.325659
949,905253,53084,BUFORD HWY NE @ AFTON LN,33.847335,-84.323722
950,905255,53088,BUFORD HWY NE @ AFTON LN NE,33.847944,-84.323402
951,905260,53090,BUFORD HWY NE @ 3557,33.849384,-84.321479
952,905261,53092,BUFORD HWY NE @ 3580,33.849465,-84.321512
953,905372,53094,BUFORD HWY NE@3567,33.850315,-84.320445
954,905373,53096,BUFORD HWY NE@3610,33.850404,-84.320467
955,905374,53098,BUFORD HWY NE@3649,33.851078,-84.319489
956,906132,53100,BUFORD HWY NE@3658,33.851317,-84.319444
957,906133,53102,BUFORD HWY NE@3691,33.85228,-84.317955
958,906134,53104,BUFORD HWY NE@3700,33.852543,-84.318105
959,906140,53108,BUFORD HWY NE@DREW VALLEY RD,33.854414,-84.315993
960,906141,53110,BUFORD HWY NE @ DREW VALLEY RD,33.853943,-84.316017
961,906142,53112,BUFORD HWY NE @ 3799,33.855003,-84.314774
962,906143,53114,BUFORD HWY NE@3814,33.855255,-84.315057
963,906136,53116,BUFORD HWY NE@CLAIRMONT TER,33.856338,-84.313848
964,906137,53118,BUFORD HWY NE@CLAIRMONT TER,33.85588,-84.31379
965,906138,53120,BUFORD HWY NE@CLAIRMONT RD,33.857589,-84.312285
966,906139,53122,BUFORD HWY NE @ CLAIRMONT RD NE,33.858235,-84.311823
967,906192,53126,BUFORD HWY NE@DERING CIR,33.859496,-84.310157
968,906169,53128,BUFORD HWY NE @ 4075,33.861832,-84.30757
969,906171,53130,BUFORD HWY NE @ DERING CIR,33.860499,-84.309286
970,906195,53134,CLAIRMONT RD NE @ BARONE AVE NE,33.842818,-84.314469
971,906196,53136,CLAIRMONT RD NE @ CLAIRMONT WAY,33.845695,-84.315402
972,906202,53140,CLAIRMONT RD NE @ WILMONT DR,33.85027,-84.315518
973,906203,53142,CLAIRMONT RD NE @ CLAIRMONT NORTH NE,33.852493,-84.314717
974,906204,53144,CLAIRMONT RD NE @ TANGLEWOOD CIR,33.854658,-84.313218
975,906197,53146,CLAIRMONT RD NE @ CLAIRMONT TER,33.855829,-84.312506
976,906198,53148,CLAIRMONT RD NE @ BUFORD HWY,33.858531,-84.311933
977,906231,53172,PEACHTREE RD NE@BROOKHAVEN DR NE,33.857527,-84.345308
978,906254,53174,PEACHTREE RD NE @ COLONIAL DR NE,33.857509,-84.343414
979,906255,53175,PEACHTREE RD @ N DRUID HILLS RD,33.858074,-84.341852
980,906256,53176,PEACHTREE RD NE @ N DRUID HILLS RD,33.859174,-84.340388
981,906257,53182,PEACHTREE RD NE @ OSBORNE RD NE,33.86506,-84.33705
982,906262,53186,PEACHTREE RD NE @ TOWN BLVD,33.86945,-84.334007
983,906263,53188,PEACHTREE RD@CROSS KEYS DR,33.868447,-84.334892
984,906264,53196,PEACHTREE RD @ BROOKHAVEN DR,33.857619,-84.343975
985,905210,53235,LAVISTA RD @ MAIN ST,33.85582,-84.214747
986,905327,53252,CLAIRMONT RD @ CENTURY PL,33.848104,-84.315439
987,905328,53254,CLAIRMONT RD@MCJENKIN DR,33.850395,-84.315395
988,905329,53256,CLAIRMONT RD@CLAIRMONT NORTH  NE,33.852337,-84.314611
989,905211,53258,CLAIRMONT RD@TANGLEWOOD CIR,33.854682,-84.313065
990,905212,53260,CLAIRMONT RD@CLAIRMONT TER,33.855935,-84.312303
991,905213,53262,CLAIRMONT RD @ BUFORD HWY,33.857852,-84.311785
992,905331,53267,N DRUID HILLS RD NE @ N CLIFF VALLEY WAY,33.844801,-84.339166
993,905457,53306,BRIARWOOD RD @ (OPPOSITE) 1599,33.84538,-84.32756
994,905573,53308,BRIARWOOD RD@KEYS CROSSING,33.84701,-84.3283
995,905574,53310,BRIARWOOD RD@PINE CONE LN,33.84797,-84.32928
996,905575,53312,BRIARWOOD RD@BRIARWOOD WAY,33.848972,-84.330568
997,905804,53320,BRIARWOOD RD@ 1322,33.852471,-84.335989
998,905805,53326,BRIARWOOD RD NE @ LIMEHURST DR,33.851746,-84.335227
999,905806,53328,BRIARWOOD RD NE @ YANCY LN NE,33.84942,-84.332016
1000,905690,53330,BRIARWOOD RD NE @ BRIARWOOD WAY,33.848892,-84.330546
1001,905691,53332,BRIARWOOD RD NE @ PINE CONE LN NE,33.847943,-84.329403
1002,905692,53334,BRIARWOOD RD NE @ KEYS CROSSING,33.847111,-84.328511
1003,905693,53336,BRIARWOOD RD NE @ 3446,33.845196,-84.327607
1004,905696,53386,BUFORD HWY NE @ KNOLL PL,33.845554,-84.325681
1005,906055,53516,N DRUID HILLS RD NE @ COLONIAL DR,33.850788,-84.338841
1006,906056,53518,BRIARWOOD RD NE @ N DRUID HILLS RD,33.853169,-84.338776
1007,905940,53520,CLAIRMONT RD NE @ CENTURY PL,33.847153,-84.315577
1008,905697,53900,BROOKHAVEN/OGLETHORPE STATION,33.86025,-84.339147
1009,905820,54024,BUFORD HWY NE @ OAK SHADOW CT NE,33.864822,-84.303986
1010,905173,54026,BUFORD HWY NE@PLASTER RD,33.865654,-84.303093
1011,905292,54046,SHALLOWFORD RD NE @ FLAIR KNOLL DR NE,33.858389,-84.283727
1012,905293,54048,SHALLOWFORD RD NE @ FLAIR KNOLL DR NE,33.858228,-84.283727
1013,906013,54082,SHALLOWFORD RD NE @ MELINDA DR NE,33.855739,-84.281812
1014,906014,54084,SHALLOWFORD RD NE @ LAKE FLAIR CIR NE,33.861048,-84.286175
1015,906060,54086,SHALLOWFORD RD NE @ BRIARLAKE CT NE,33.862856,-84.287295
1016,906061,54088,SHALLOWFORD RD NE @ FRONTIER TRL,33.865837,-84.289645
1017,905946,54092,SHALLOWFORD RD NE @ DRESDEN DR NE,33.869919,-84.290264
1018,905947,54094,SHALLOWFORD RD NE @ 2868,33.871458,-84.29047
1019,905948,54096,SHALLOWFORD RD NE @ DRESDEN DR NE,33.86965,-84.290319
1020,905949,54098,SHALLOWFORD RD NE @ 2728,33.866911,-84.289786
1021,906062,54100,SHALLOWFORD RD NE @ FRONTIER TRL,33.8659,-84.289863
1022,905530,54102,SHALLOWFORD RD NE @ BRIARLAKE CT NE,33.862686,-84.287306
1023,905535,54120,BUFORD HWY NE @ BRAGG ST,33.86891,-84.299769
1024,905463,54124,BUFORD HWY NE @ PLASTER RD,33.865248,-84.304073
1025,905465,54128,BUFORD HWY NE @ OAK SHADOW DR NE,33.862521,-84.306967
1026,905466,54132,I-85 ACCESS RD@CENTURY BLVD NE,33.847752,-84.304855
1027,905239,54134,I-85 ACCESS RD@CENTURY BLVD,33.846251,-84.30585
1028,905307,54136,I-85 ACCESS RD@CENTURY BLVD NE,33.845127,-84.306496
1029,905308,54138,I-85 ACCESS RD NORTH (N.E. EXPY) @ 3001,33.8664,-84.285998
1030,905309,54140,I-85 ACCESS RD NORTH (N.E. EXPY) @ COLONIAL WAY,33.86861,-84.283438
1031,905310,54142,I-85 ACCESS RD NORTH (N.E. EXPY) @ 3185,33.870319,-84.280792
1032,905243,54148,CLAIRMONT RD @ SKYLAND RD,33.859944,-84.310691
1033,905357,54150,CLAIRMONT RD@RAVEN HILL DR,33.86155,-84.30968
1034,905358,54152,CLAIRMONT RD@CANMONT DR,33.86312,-84.30938
1035,905359,54154,CLAIRMONT RD @ DRESDEN DR,33.8652,-84.30931
1036,905360,54156,CLAIRMONT RD@BRAGG ST,33.867558,-84.309372
1037,905244,54158,CLAIRMONT RD@YOUNG RD,33.868889,-84.309349
1038,905245,54160,CLAIRMONT RD NE @ YOUNG RD,33.869118,-84.30954
1039,905246,54162,CLAIRMONT RD NE @ BRAGG ST,33.86802,-84.309562
1040,900398,54164,CLAIRMONT RD NE @ DRESDEN DR,33.865561,-84.309585
1041,900422,54166,CLAIRMONT RD NE @ CANMONT DR,33.863287,-84.309558
1042,900423,54168,CLAIRMONT RD NE @ RAVEN HILL,33.861228,-84.30993
1043,900424,54170,CLAIRMONT RD NE @ SKYLAND RD,33.860184,-84.310685
1044,900425,54172,NORTHEAST EXPY@2501,33.848785,-84.30304
1045,900399,54174,NORTHEAST EXPY @ 2515 (ENTRANCE),33.853158,-84.298337
1046,900400,54176,NORTHEAST EXPY @ PEACHWOOD CIR S,33.856119,-84.294799
1047,900401,54178,NORTHEAST EXPY @ PEACHWOOD CIR N,33.857721,-84.293688
1048,900402,54180,NORTHEAST EXPY @ 2805,33.862088,-84.290855
1049,900426,54182,NORTHEAST EXPY @ 2825,33.862839,-84.290039
1050,900427,54184,I-85 ACCESS RD SOUTH (N.E. EXPY) @PLASTER RD,33.862217,-84.292091
1051,900428,54186,I-85 ACCESS RD SOUTH (N.E. EXPY) @2772,33.859896,-84.293436
1052,900429,54188,I-85 ACCESS RD SOUTH (N.E. EXPY) @ 2700,33.857972,-84.294504
1053,900403,54190,I-85 ACCESS RD SOUTH (N.E. EXPY) @ 2628,33.856091,-84.296135
1054,900404,54192,I-85 ACCESS RD SOUTH (N.E. EXPY) @ 2550,33.854198,-84.298416
1055,900431,54200,I-85 ACCESS RD SOUTH (N.E. EXPY) @ 3070,33.869693,-84.283318
1056,900432,54204,I-85 ACCESS RD NORTH (N.E. EXPY) @ 3265,33.872286,-84.277862
1057,900407,54208,BUFORD HWY@BRAGG ST,33.868373,-84.300205
1058,900437,54228,SHALLOWFORD RD NE @ LAKE FLAIR CIR NE (N),33.861156,-84.286382
1059,900410,54230,BRIARCLIFF RD @ SHALLOWFORD RD,33.855444,-84.280648
1060,900411,54232,I-85 ACCESS @CENTURY BLVD,33.841677,-84.309497
1061,900439,54242,SHALLOWFORD RD NE @ 2865,33.871414,-84.29031
1062,900416,54510,CLAIRMONT RD @ W HARDEE AVE,33.870957,-84.309301
1063,900417,54511,NORTH DEKALB HEALTH CENTER,33.871622,-84.308468
1064,900442,54512,CLAIRMONT RD NE @ GEORGIAN DR E,33.871067,-84.30955
1065,900443,54514,SHALLOWFORD RD NE @ 2739,33.867045,-84.289679
1066,900444,54516,NORTHEAST EXPY @ 2515 (EXIT),33.854667,-84.296475
1067,900448,55006,HENDERSON MILL RD NE@MILL RIDGE TRL,33.853652,-84.259259
1068,900449,55010,HENDERSON MILL RD NE@MIDVALE RD,33.85939,-84.253036
1069,900252,55012,HENDERSON MILL RD@HENDERSON RD,33.867443,-84.250397
1070,900253,55014,HENDERSON MILL RD@EVANS RD,33.871627,-84.250548
1071,900254,55016,HENDERSON MILL RD@HENDERSON RD,33.867813,-84.250961
1072,900255,55018,HENDERSON MILL RD @ BOLERO DR,33.865944,-84.251472
1073,900279,55020,HENDERSON MILL RD@HENDERSON CREEK,33.863287,-84.251685
1074,900280,55022,HENDERSON MILL RD@MIDVALE RD,33.861267,-84.251968
1075,900281,55024,HENDERSON MILL RD@LESLIE DR,33.859623,-84.25325
1076,900282,55026,HENDERSON MILL RD@LESLIE DR,33.857865,-84.254902
1077,900256,55028,HENDERSON MILL RD@KINGS ARMS DR,33.856542,-84.257058
1078,900257,55030,HENDERSON MILL RD@BRIARCLIFF WAY,33.855138,-84.259095
1079,900259,55034,HENDERSON MILL RD @ FIELDING DR,33.850976,-84.258652
1080,900284,55038,BRIARCLIFF RD@HAWTHORNE DR,33.854822,-84.271091
1081,900285,55040,MONTREAL RD @ LAVISTA RD,33.843421,-84.2567
1082,900260,55048,NORTHLAKE PKWY @ LAVISTA RD,33.847342,-84.244538
1083,900262,55052,NORTHLAKE PKWY @ NORTHLAKE CENTER DR,33.850761,-84.244546
1084,900263,55054,NORTHLAKE PKWY @ PARKLAKE DR,33.851454,-84.249476
1085,900287,55056,NORTHLAKE PKWY @ 3350,33.8515,-84.251424
1086,900288,55058,NORTHLAKE PKWY @ NORTHLAKE CT,33.852172,-84.253775
1087,900289,55060,NORTHLAKE PKWY @ HENDERSON MILL RD,33.85249,-84.25698
1088,900290,55064,FLOWERS RD S @ UNIVERSITY CIR,33.870622,-84.260606
1089,900264,55066,FLOWERS RD S @ UNIVERSITY CIR,33.870265,-84.263448
1090,900265,55070,FLOWERS RD S@HOLLINSWOOD DR,33.87027,-84.266113
1091,900266,55072,FLOWERS RD S @ 2971,33.870708,-84.266243
1092,900293,55084,NORTHLAKE PKY @ 2180,33.847935,-84.24474
1093,900294,55086,NORTHLAKE PKWY @ 2190,33.849634,-84.244656
1094,900269,55090,NORTHLAKE PKWY @ PARKLAKE DR,33.85131,-84.249269
1095,900270,55092,NORTHLAKE PKWY @ 3330,33.851419,-84.251871
1096,900495,55104,LAVISTA RD @ HENDERSON MILL RD,33.845899,-84.254793
1097,900273,55114,LAVISTA RD @ HENDERSON MILL RD NE,33.845908,-84.254923
1098,900274,55116,LAVISTA RD @ MONTREAL RD,33.844585,-84.256862
1099,900275,55118,LAVISTA RD @ 3888,33.843413,-84.258441
1100,900499,55120,LAVISTA RD @ MONTREAL RD,33.844066,-84.257428
1101,900500,55124,HENDERSON MILL RD NE @ LAVISTA RD,33.846222,-84.255467
1102,900501,55138,NORTHLAKE PKWY @ NORTHLAKE CT NE,33.852226,-84.254156
1103,900502,55140,NORTHLAKE PKWY @ HENDERSON MILL RD,33.852264,-84.256637
1104,900276,55142,HENDERSON MILL RD @ NORTHLAKE PKWY,33.852184,-84.258912
1105,900277,55144,FIELDING DR NE @ HENDERSON MILL RD,33.850797,-84.258631
1106,900278,55148,BRIARCLIFF RD NE @ RANDOLPH RD NE,33.849732,-84.258653
1107,900503,55152,FLOWERS RD S @ UNIVERSITY CIR E,33.870988,-84.259757
1108,900504,55154,BRIARCLIFF RD @ HAWTHORNE DR,33.854759,-84.271341
1109,900505,55158,LAVISTA RD @ 3850,33.84293,-84.258909
1110,900506,55160,HENDERSON MILL RD@MIDVALE RD,33.861038,-84.251534
1111,900511,55162,HENDERSON MILL RD@GLENROSE DR,33.862308,-84.251358
1112,900512,55164,BRIARCLIFF RD@CRAVEY DR,33.855732,-84.265201
1113,900513,55166,BRIARCLIFF RD @ CRAVEY DR,33.855803,-84.264983
1114,900507,55170,BRIARCLIFF RD @ BROOKDALE DR,33.855406,-84.276849
1115,900508,55172,LAVISTA RD @ RANCHWOOD DR,33.846497,-84.252038
1116,900509,55174,HENDERSON MILL RD@GLENROSE DR,33.862304,-84.25164
1117,900510,55176,BRIARCLIFF RD @ BRIARCLIFF WAY,33.854164,-84.262699
1118,900516,55180,BRIARCLIFF RD@BRIARCREST TRL,33.85508,-84.268271
1119,900543,55186,BRIARCLIFF RD @ BRIARCREST TRL,33.855062,-84.268075
1120,900544,55190,HENDERSON MILL RD@KINGS ARMS DR,33.856237,-84.257245
1121,900545,55192,HENDERSON MILL RD@LESLIE DR,33.857439,-84.255253
1122,900546,55194,HENDERSON MILL RD@HENDERSON CREEK,33.863127,-84.251557
1123,900306,55196,FLOWERS RD S @ 3155,33.8719,-84.25772
1124,900309,55202,FLOWERS RD @ 3330,33.872224,-84.257099
1125,900295,55204,NORTHLAKE PKWY @ 3421,33.851166,-84.247419
1126,900296,55206,NORTHLAKE PKY @ NORTHLAKE CENTER DR,33.851012,-84.244916
1127,900297,55208,HENDERSON MILL RD@AMBLEWOOD CT,33.854805,-84.259127
1128,900310,55212,BRIARCLIFF RD @ BROOKDALE DR,33.85546,-84.276762
